_id;common_name;family;genus;species;suggestion
"pouteria erythrochrysa;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria fimbriata;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria retinervis;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria spp;sapotaceae;pouteria;abiurana batinga";abiurana batinga;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana cutite";abiurana cutite;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana douradinha";abiurana douradinha;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana olho veado";abiurana olho veado;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria virescens;sapotaceae;pouteria;abiurana abiu";abiurana abiu;sapotaceae;pouteria;pouteria virescens;pouteria vrieseana
"pradosia spp;sapotaceae;pradosia;casca doce";casca doce;sapotaceae;pradosia;pradosia spp;
"protium apiculatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium apiculatum;protium paniculatum
"protium gallosum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium gallosum;protium carnosum
"protium gallosum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium gallosum;protium carnosum
"protium gallosum;burseraceae;protium;bru manga";bru manga;burseraceae;protium;protium gallosum;protium carnosum
"protium hebetatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium hebetatum;protium crenatum
"protium nitidifolium;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium pilosissimum;burseraceae;protium;breu manga";breu manga;burseraceae;protium;protium pilosissimum;protium nodulosum
"protium spp;burseraceae;protium;breu";breu;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;louro aritu";louro aritu;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;tachi vermelho";tachi vermelho;burseraceae;protium;protium spp;protium copal
"protium strumosum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium strumosum;protium carnosum
"pseudopiptadenia cf suaveolens;fabaceae;pseudopiptadenia;faveira folha fina";faveira folha fina;fabaceae;pseudopiptadenia;pseudopiptadenia cf suaveolens;pseudopiptadenia suaveolens
"pseudoxandra obscurinervis;annonaceae;pseudoxandra;envireira";envireira;annonaceae;pseudoxandra;pseudoxandra obscurinervis;
"qualea sp;vochysiaceae;qualea;mandioqueira";mandioqueira;vochysiaceae;qualea;qualea sp;qualea rosea
"quiinaceae spp;quiinaceae;quiinaceae;papo mutum";papo mutum;quiinaceae;quiinaceae;quiinaceae spp;
"rhodostemonodaphne negrensis;lauraceae;rhodostemonodaphne;louro fofo";louro fofo;lauraceae;rhodostemonodaphne;rhodostemonodaphne negrensis;rhodostemonodaphne grandis
"rhodothyrsus macrophyllus;euphorbiaceae;rhodothyrsus;seringarana";seringarana;euphorbiaceae;rhodothyrsus;rhodothyrsus macrophyllus;gonystylus macrophyllus
"rhodothyrsus macrophyllus;euphorbiaceae;rhodothyrsus;urucurana";urucurana;euphorbiaceae;rhodothyrsus;rhodothyrsus macrophyllus;gonystylus macrophyllus
"rubiaceae spp;rubiaceae;rubiaceae;muiraximbe";muiraximbe;rubiaceae;rubiaceae;rubiaceae spp;
"rubiaceae spp;rubiaceae;rubiaceae;taboquinha";taboquinha;rubiaceae;rubiaceae;rubiaceae spp;
"sapindaceae spp;sapindaceae;sapindaceae;pitomba mata";pitomba mata;sapindaceae;sapindaceae;sapindaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana";abiurana;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana abiu";abiurana abiu;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana bacuri";abiurana bacuri;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana branca";abiurana branca;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana cutite fl";abiurana cutite fl;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana roxa";abiurana roxa;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;maparajuba";maparajuba;sapotaceae;sapotaceae;sapotaceae spp;
"simaba polyphylla;simaroubaceae;simaba;marupa roxo";marupa roxo;simaroubaceae;simaba;simaba polyphylla;licaria polyphylla
"sloanea floribunda;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea floribunda;neea floribunda
"sloanea latifolia;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea latifolia;sloanea laurifolia
"sloanea spp;elaeocarpaceae;sloanea;tauari";tauari;elaeocarpaceae;sloanea;sloanea spp;sloanea sigun
"sloanea spp;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea spp;sloanea sigun
"sorocea guilleminiana;moraceae;sorocea;inhare";inhare;moraceae;sorocea;sorocea guilleminiana;shorea faguetiana
"sorocea muriculata;moraceae;sorocea;falsa rainha";falsa rainha;moraceae;sorocea;sorocea muriculata;ocotea auriculata
"sorocea muriculata;moraceae;sorocea;muiratinga";muiratinga;moraceae;sorocea;sorocea muriculata;ocotea auriculata
"sorocea muriculata;moraceae;sorocea;pau rainha";pau rainha;moraceae;sorocea;sorocea muriculata;ocotea auriculata
"sterculia parviflora;malvaceae;sterculia;achicha";achicha;malvaceae;sterculia;sterculia parviflora;sterculia pilosa
"sterculia spp;malvaceae;sterculia;achicha";achicha;malvaceae;sterculia;sterculia spp;sterculia pexa
"sterculia spp;malvaceae;sterculia;chicha";chicha;malvaceae;sterculia;sterculia spp;sterculia pexa
"stryphnodendron spp;fabaceae;stryphnodendron;fava camuze";fava camuze;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"stryphnodendron spp;fabaceae;stryphnodendron;faveira camuze";faveira camuze;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"stryphnodendron spp;fabaceae;stryphnodendron;inga arara";inga arara;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"swartzia reticulata;fabaceae;swartzia;araba preto";araba preto;fabaceae;swartzia;swartzia reticulata;swartzia recurva
"swartzia reticulata;fabaceae;swartzia;araba roxo";araba roxo;fabaceae;swartzia;swartzia reticulata;swartzia recurva
"swartzia reticulata;fabaceae;swartzia;inga vermelho";inga vermelho;fabaceae;swartzia;swartzia reticulata;swartzia recurva
"swartzia schomburgkii;fabaceae;swartzia;araba vermelho";araba vermelho;fabaceae;swartzia;swartzia schomburgkii;sloanea schomburgkii
"swartzia schomburgkii;fabaceae;swartzia;muirajiboia amarela";muirajiboia amarela;fabaceae;swartzia;swartzia schomburgkii;sloanea schomburgkii
"swartzia tessmannii;fabaceae;swartzia;inga vermelha";inga vermelha;fabaceae;swartzia;swartzia tessmannii;swartzia bannia
"tachigali alba;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali alba;inga alba
"tachigali melinonii;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali melinonii;inga melinonis
"tachigali spp;fabaceae;tachigali;tachi pitomba";tachi pitomba;fabaceae;tachigali;tachigali spp;
"tachigali spp;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali spp;
"tachigali spp;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali spp;
"talisia cf cerasina;sapindaceae;talisia;pitomba mata";pitomba mata;sapindaceae;talisia;talisia cf cerasina;talisia floresii
"tapura amazonica;dichapetalaceae;tapura;cabeca negro";cabeca negro;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tapura amazonica;dichapetalaceae;tapura;inga peludo";inga peludo;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tapura amazonica;dichapetalaceae;tapura;tapura";tapura;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tovomita caloneura;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita caloneura;tovomita carinata
"tovomita sp 1;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita sp 1;
"tovomita spp;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita spp;
"unonopsis duckei;annonaceae;unonopsis;envira preta";envira preta;annonaceae;unonopsis;unonopsis duckei;unonopsis rufescens
"urticaceae spp;urticaceae;urticaceae;embauba";embauba;urticaceae;urticaceae;urticaceae spp;
"virola spp;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola spp;
"virola spp;myristicaceae;virola;ucuuba vermelha";ucuuba vermelha;myristicaceae;virola;virola spp;
"vismia spp;hypericaceae;vismia;lacre";lacre;hypericaceae;vismia;vismia spp;
"vismia spp;hypericaceae;vismia;lacre vermelho";lacre vermelho;hypericaceae;vismia;vismia spp;
"vitex triflora;lamiaceae;vitex;taruma";taruma;lamiaceae;vitex;vitex triflora;ilex parviflora
"vochysia cf densiflora;vochysiaceae;vochysia;quaruba";quaruba;vochysiaceae;vochysia;vochysia cf densiflora;vochysia densiflora
"vochysia cf densiflora;vochysiaceae;vochysia;quaruba vermelha";quaruba vermelha;vochysiaceae;vochysia;vochysia cf densiflora;vochysia densiflora
"vochysia rufescens;vochysiaceae;vochysia;maueira";maueira;vochysiaceae;vochysia;vochysia rufescens;helicia rufescens
"vochysiaceae spp;vochysiaceae;vochysiaceae;mandioqueira";mandioqueira;vochysiaceae;vochysiaceae;vochysiaceae spp;
"xylopia crinita;annonaceae;xylopia;breu manga";breu manga;annonaceae;xylopia;xylopia crinita;xylopia nitida
"xylopia crinita;annonaceae;xylopia;envira preta";envira preta;annonaceae;xylopia;xylopia crinita;xylopia nitida
"zygia ramiflora;fabaceae;zygia;angelim rajado";angelim rajado;fabaceae;zygia;zygia ramiflora;zygia racemosa
"zygia ramiflora;fabaceae;zygia;inga copaiba";inga copaiba;fabaceae;zygia;zygia ramiflora;zygia racemosa
