_id;common_name;family;genus;species;suggestion
"miconia spp;melastomataceae;miconia;buchuchu vermelho";buchuchu vermelho;melastomataceae;miconia;miconia spp;
"micrandropsis scleroxylon;euphorbiaceae;micrandropsis;piaozinho";piaozinho;euphorbiaceae;micrandropsis;micrandropsis scleroxylon;micrandra scleroxylon
"micropholis casiquiarensis;sapotaceae;micropholis;abiurana olho veado";abiurana olho veado;sapotaceae;micropholis;micropholis casiquiarensis;micropholis guyanensis
"micropholis casiquiarensis;sapotaceae;micropholis;abiurana roxa";abiurana roxa;sapotaceae;micropholis;micropholis casiquiarensis;micropholis guyanensis
"micropholis sp 2;sapotaceae;micropholis;ucuuba vermelha";ucuuba vermelha;sapotaceae;micropholis;micropholis sp 2;micropholis egensis
"micropholis spp;sapotaceae;micropholis;chiclete bravo";chiclete bravo;sapotaceae;micropholis;micropholis spp;micropholis egensis
"moraceae spp;moraceae;moraceae;inhare";inhare;moraceae;moraceae;moraceae spp;
"moraceae spp;moraceae;moraceae;muiratinga";muiratinga;moraceae;moraceae;moraceae spp;
"morinda sp;rubiaceae;morinda;muiraximbe";muiraximbe;rubiaceae;morinda;morinda sp;
"mouriri duckeana/duckeanoides;melastomataceae;mouriri;araca bravo";araca bravo;melastomataceae;mouriri;mouriri duckeana/duckeanoides;
"mouriri duckeana/duckeanoides;melastomataceae;mouriri;mamaozinho";mamaozinho;melastomataceae;mouriri;mouriri duckeana/duckeanoides;
"mouriri duckeana/duckeanoides;melastomataceae;mouriri;muirauba";muirauba;melastomataceae;mouriri;mouriri duckeana/duckeanoides;
"mouriri spp;melastomataceae;mouriri;mamaozinho";mamaozinho;melastomataceae;mouriri;mouriri spp;
"myrcia grandis;myrtaceae;myrcia;araca bravo";araca bravo;myrtaceae;myrcia;myrcia grandis;richeria grandis
"myrcia servata;myrtaceae;myrcia;goiabinha";goiabinha;myrtaceae;myrcia;myrcia servata;myrcia rostrata
"myrcia spp;myrtaceae;myrcia;goiabinha";goiabinha;myrtaceae;myrcia;myrcia spp;
"myrcia subsericea;myrtaceae;myrcia;azeitona mata";azeitona mata;myrtaceae;myrcia;myrcia subsericea;myrica rubra
"myristicaceae spp;myristicaceae;myristicaceae;ucuuba branca";ucuuba branca;myristicaceae;myristicaceae;myristicaceae spp;myristica crassa
"myrtaceae sp 1;myrtaceae;myrtaceae;araca bravo";araca bravo;myrtaceae;myrtaceae;myrtaceae sp 1;
"myrtaceae sp 2;myrtaceae;myrtaceae;araca bravo";araca bravo;myrtaceae;myrtaceae;myrtaceae sp 2;
"myrtaceae sp 2;myrtaceae;myrtaceae;taboquinha";taboquinha;myrtaceae;myrtaceae;myrtaceae sp 2;
"myrtaceae sp 5;myrtaceae;myrtaceae;inga vermelha";inga vermelha;myrtaceae;myrtaceae;myrtaceae sp 5;
"myrtaceae spp;myrtaceae;myrtaceae;araca bravo";araca bravo;myrtaceae;myrtaceae;myrtaceae spp;
"myrtaceae spp;myrtaceae;myrtaceae;murta mata";murta mata;myrtaceae;myrtaceae;myrtaceae spp;
"myrtaceae spp;myrtaceae;myrtaceae;umbaia";umbaia;myrtaceae;myrtaceae;myrtaceae spp;
"naucleopsis caloneura;moraceae;naucleopsis;muiratinga";muiratinga;moraceae;naucleopsis;naucleopsis caloneura;naucleopsis concinna
"neea cf robusta;nyctaginaceae;neea;joao mole";joao mole;nyctaginaceae;neea;neea cf robusta;sloanea robusta
"neea spp;nyctaginaceae;neea;joao mole";joao mole;nyctaginaceae;neea;neea spp;
"nyctaginaceae sp 4;nyctaginaceae;nyctaginaceae;joao mole";joao mole;nyctaginaceae;nyctaginaceae;nyctaginaceae sp 4;
"nyctaginaceae sp 5;nyctaginaceae;nyctaginaceae;joao mole";joao mole;nyctaginaceae;nyctaginaceae;nyctaginaceae sp 5;
"ocotea cf leucoxylon;lauraceae;ocotea;capitiu fg";capitiu fg;lauraceae;ocotea;ocotea cf leucoxylon;ocotea leucoxylon
"ocotea cf olivacea;lauraceae;ocotea;louro inhamui";louro inhamui;lauraceae;ocotea;ocotea cf olivacea;ocotea coriacea
"ocotea cinerea;lauraceae;ocotea;louro preto";louro preto;lauraceae;ocotea;ocotea cinerea;ocotea cernua
"ocotea cujumary;lauraceae;ocotea;louro preto";louro preto;lauraceae;ocotea;ocotea cujumary;ocotea cernua
"ocotea cujumary;lauraceae;ocotea;louro rosa";louro rosa;lauraceae;ocotea;ocotea cujumary;ocotea cernua
"ocotea cujumary;lauraceae;ocotea;ripeiro vermelho";ripeiro vermelho;lauraceae;ocotea;ocotea cujumary;ocotea cernua
"ocotea matogrossensis;lauraceae;ocotea;louro bosta";louro bosta;lauraceae;ocotea;ocotea matogrossensis;ocotea atirrensis
"ocotea matogrossensis;lauraceae;ocotea;louro pirarucu";louro pirarucu;lauraceae;ocotea;ocotea matogrossensis;ocotea atirrensis
"ocotea nigrescens;lauraceae;ocotea;louro fofo";louro fofo;lauraceae;ocotea;ocotea nigrescens;ocotea nigra
"ocotea nigrescens;lauraceae;ocotea;louro preto";louro preto;lauraceae;ocotea;ocotea nigrescens;ocotea nigra
"ocotea subterminalis;lauraceae;ocotea;louro fofo";louro fofo;lauraceae;ocotea;ocotea subterminalis;corymbia terminalis
"pachira macrocalyx;malvaceae;pachira;munguba";munguba;malvaceae;pachira;pachira macrocalyx;aporusa microcalyx
"pachira macrocalyx;malvaceae;pachira;sumauma terra firme";sumauma terra firme;malvaceae;pachira;pachira macrocalyx;aporusa microcalyx
"palicourea sp;rubiaceae;palicourea;cafe bravo";cafe bravo;rubiaceae;palicourea;palicourea sp;
"parinari parvifolia;chrysobalanaceae;parinari;pajurazinho";pajurazinho;chrysobalanaceae;parinari;parinari parvifolia;garcinia parvifolia
"parkia spp;fabaceae;parkia;faveira parkia";faveira parkia;fabaceae;parkia;parkia spp;
"pausandra macropetala;euphorbiaceae;pausandra;buchuchcu";buchuchcu;euphorbiaceae;pausandra;pausandra macropetala;pausandra trianae
"pausandra macropetala;euphorbiaceae;pausandra;orelha burro";orelha burro;euphorbiaceae;pausandra;pausandra macropetala;pausandra trianae
"pausandra macropetala;euphorbiaceae;pausandra;pau sandra";pau sandra;euphorbiaceae;pausandra;pausandra macropetala;pausandra trianae
"poecilanthe amazonica;fabaceae;poecilanthe;pe burro";pe burro;fabaceae;poecilanthe;poecilanthe amazonica;lecointea amazonica
"poecilanthe amazonica;fabaceae;poecilanthe;tapura";tapura;fabaceae;poecilanthe;poecilanthe amazonica;lecointea amazonica
"pourouma cucura;urticaceae;pourouma;embaubarana";embaubarana;urticaceae;pourouma;pourouma cucura;
"pourouma spp;sapotaceae;micropholis;macaranduba";macaranduba;sapotaceae;micropholis;pourouma spp;pourouma mollis
"pourouma spp;urticaceae;pourouma;embaubarana";embaubarana;urticaceae;pourouma;pourouma spp;pourouma mollis
"pourouma velutina;urticaceae;pourouma;embaubarana";embaubarana;urticaceae;pourouma;pourouma velutina;crudia velutina
"pouteria cf ambelaniifolia;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria cf ambelaniifolia;pouteria ambelaniifolia
"pouteria cf cuspidata;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria cf cuspidata;pouteria cuspidata
"pouteria cf elegans;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria cf elegans;pouteria elegans
"pouteria cf engleri;sapotaceae;pouteria;abiurana olho veado";abiurana olho veado;sapotaceae;pouteria;pouteria cf engleri;pouteria engleri
"pouteria cf macrophylla;sapotaceae;pouteria;abiurana cutite";abiurana cutite;sapotaceae;pouteria;pouteria cf macrophylla;pouteria macrophylla
"pouteria cf macrophylla;sapotaceae;pouteria;abiurana cutite fl";abiurana cutite fl;sapotaceae;pouteria;pouteria cf macrophylla;pouteria macrophylla
"pouteria cf macrophylla;sapotaceae;pouteria;abiurana massa";abiurana massa;sapotaceae;pouteria;pouteria cf macrophylla;pouteria macrophylla
"pouteria erythrochrysa;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria erythrochrysa;sapotaceae;pouteria;abiurana leite amarelo";abiurana leite amarelo;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria erythrochrysa;sapotaceae;pouteria;abiurana vermelha";abiurana vermelha;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria erythrochrysa;sapotaceae;pouteria;falsa cupiuba";falsa cupiuba;sapotaceae;pouteria;pouteria erythrochrysa;pouteria torta
"pouteria fimbriata;sapotaceae;pouteria;abiurana abiu";abiurana abiu;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria fimbriata;sapotaceae;pouteria;abiurana batinga";abiurana batinga;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria fimbriata;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria fimbriata;sapotaceae;pouteria;abiurana roxa";abiurana roxa;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria fimbriata;sapotaceae;pouteria;abiurana vermelha";abiurana vermelha;sapotaceae;pouteria;pouteria fimbriata;pouteria firma
"pouteria freitasii;sapotaceae;pouteria;abiurana sabia";abiurana sabia;sapotaceae;pouteria;pouteria freitasii;pouteria fissilis
"pouteria maxima;sapotaceae;pouteria;abiurana guariba";abiurana guariba;sapotaceae;pouteria;pouteria maxima;pouteria minima
"pouteria retinervis;sapotaceae;pouteria;abiurana";abiurana;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria retinervis;sapotaceae;pouteria;abiurana cutite fl";abiurana cutite fl;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria retinervis;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria retinervis;sapotaceae;pouteria;abiurana guariba";abiurana guariba;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria retinervis;sapotaceae;pouteria;muiracatiara";muiracatiara;sapotaceae;pouteria;pouteria retinervis;pouteria engleri
"pouteria spp;sapotaceae;pouteria;abiurana";abiurana;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana batinga";abiurana batinga;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana casca fina";abiurana casca fina;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana cutite";abiurana cutite;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana douradinha";abiurana douradinha;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana fedorenta";abiurana fedorenta;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;abiurana vermelha";abiurana vermelha;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;balata brava";balata brava;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pouteria spp;sapotaceae;pouteria;jarai";jarai;sapotaceae;pouteria;pouteria spp;pouteria sapota
"pradosia lahoziana;sapotaceae;pradosia;abiurana bacuri";abiurana bacuri;sapotaceae;pradosia;pradosia lahoziana;aporosa planchoniana
"pradosia verticillata;sapotaceae;pradosia;casca doce";casca doce;sapotaceae;pradosia;pradosia verticillata;banksia verticillata
"protium apiculatum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;breu manga";breu manga;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium apiculatum;protium paniculatum
"protium apiculatum;burseraceae;protium;muiratinga";muiratinga;burseraceae;protium;protium apiculatum;protium paniculatum
"protium cf crassipetalum;burseraceae;protium;breu";breu;burseraceae;protium;protium cf crassipetalum;protium crassipetalum
"protium cf crassipetalum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium cf crassipetalum;protium crassipetalum
"protium cf giganteum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium cf giganteum;protium carnosum
"protium gallosum;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium gallosum;protium carnosum
"protium gallosum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium gallosum;protium carnosum
"protium hebetatum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium hebetatum;protium crenatum
"protium hebetatum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium hebetatum;protium crenatum
"protium nitidifolium;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu leite";breu leite;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium nitidifolium;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium nitidifolium;protium grandifolium
"protium pallidum;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium pallidum;protium opacum
"protium pallidum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium pallidum;protium opacum
"protium pallidum;burseraceae;protium;taquari";taquari;burseraceae;protium;protium pallidum;protium opacum
"protium robustum;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium robustum;protium carnosum
"protium spp;burseraceae;protium;breu branco";breu branco;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu pitomba";breu pitomba;burseraceae;protium;protium spp;protium copal
"protium spp;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium spp;protium copal
"protium strumosum;burseraceae;protium;breu vermelho";breu vermelho;burseraceae;protium;protium strumosum;protium carnosum
"pseudopiptadenia cf suaveolens;fabaceae;pseudopiptadenia;faveira folha fina";faveira folha fina;fabaceae;pseudopiptadenia;pseudopiptadenia cf suaveolens;pseudopiptadenia suaveolens
"pseudoxandra obscurinervis;annonaceae;pseudoxandra;envira taripucu";envira taripucu;annonaceae;pseudoxandra;pseudoxandra obscurinervis;
"pseudoxandra obscurinervis;annonaceae;pseudoxandra;muirapiranga fm";muirapiranga fm;annonaceae;pseudoxandra;pseudoxandra obscurinervis;
"psychotria sp 1;rubiaceae;psychotria;muiratinga";muiratinga;rubiaceae;psychotria;psychotria sp 1;psychotria apoda
"psychotria sp 2;rubiaceae;psychotria;purui";purui;rubiaceae;psychotria;psychotria sp 2;psychotria apoda
"pterandra arborea;malpighiaceae;pterandra;muirajiboia preta";muirajiboia preta;malpighiaceae;pterandra;pterandra arborea;dryandra arborea
"pterandra arborea;malpighiaceae;pterandra;muiraximbe";muiraximbe;malpighiaceae;pterandra;pterandra arborea;dryandra arborea
"pterandra arborea;malpighiaceae;pterandra;pajurazinho";pajurazinho;malpighiaceae;pterandra;pterandra arborea;dryandra arborea
"rhabdodendron amazonicum;rhabdodendraceae;rhabdodendron;orelha burro";orelha burro;rhabdodendraceae;rhabdodendron;rhabdodendron amazonicum;caryodendron amazonicum
"rhodostemonodaphne peneia;lauraceae;rhodostemonodaphne;louro pirarucu";louro pirarucu;lauraceae;rhodostemonodaphne;rhodostemonodaphne peneia;rhodostemonodaphne grandis
"rhodothyrsus macrophyllus;euphorbiaceae;rhodothyrsus;seringarana";seringarana;euphorbiaceae;rhodothyrsus;rhodothyrsus macrophyllus;gonystylus macrophyllus
"rinorea sp 2;violaceae;rinorea;gogo guariba";gogo guariba;violaceae;rinorea;rinorea sp 2;
"rubiaceae spp;rubiaceae;rubiaceae;muiraximbe";muiraximbe;rubiaceae;rubiaceae;rubiaceae spp;
"rubiaceae spp;rubiaceae;rubiaceae;purui";purui;rubiaceae;rubiaceae;rubiaceae spp;
"ruizterania cassiquiarensis;vochysiaceae;ruizterania;mandioqueira";mandioqueira;vochysiaceae;ruizterania;ruizterania cassiquiarensis;ilex casiquiarensis
"sapindaceae spp;sapindaceae;sapindaceae;pitomba mata";pitomba mata;sapindaceae;sapindaceae;sapindaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana";abiurana;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana abiu";abiurana abiu;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana bacuri";abiurana bacuri;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana branca";abiurana branca;sapotaceae;sapotaceae;sapotaceae spp;
"sapotaceae spp;sapotaceae;sapotaceae;abiurana roxa";abiurana roxa;sapotaceae;sapotaceae;sapotaceae spp;
"simaba polyphylla;simaroubaceae;simaba;marupa roxo";marupa roxo;simaroubaceae;simaba;simaba polyphylla;licaria polyphylla
"siparuna glycycarpa;siparunaceae;siparuna;capitiu f.miuda";capitiu f.miuda;siparunaceae;siparuna;siparuna glycycarpa;leonia glycycarpa
"sloanea aff grandis;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea aff grandis;sloanea fragrans
"sloanea aff grandis;elaeocarpaceae;sloanea;urucurana rasteira";urucurana rasteira;elaeocarpaceae;sloanea;sloanea aff grandis;sloanea fragrans
"sloanea cf eichleri;elaeocarpaceae;sloanea;louro aritu";louro aritu;elaeocarpaceae;sloanea;sloanea cf eichleri;sloanea eichleri
"sloanea cf eichleri;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea cf eichleri;sloanea eichleri
"sloanea floribunda;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea floribunda;neea floribunda
"sloanea latifolia;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea latifolia;sloanea laurifolia
"sloanea pubescens;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea pubescens;hopea pubescens
"sloanea sp 2;elaeocarpaceae;sloanea;macucu fofo";macucu fofo;elaeocarpaceae;sloanea;sloanea sp 2;sloanea sigun
"sloanea sp 5;elaeocarpaceae;sloanea;ingarana";ingarana;elaeocarpaceae;sloanea;sloanea sp 5;sloanea sigun
"sloanea spp;elaeocarpaceae;sloanea;urucurana";urucurana;elaeocarpaceae;sloanea;sloanea spp;sloanea sigun
"sorocea guilleminiana;moraceae;sorocea;jaca brava";jaca brava;moraceae;sorocea;sorocea guilleminiana;shorea faguetiana
"sorocea guilleminiana;moraceae;sorocea;muiratinga";muiratinga;moraceae;sorocea;sorocea guilleminiana;shorea faguetiana
"sterculia sp;malvaceae;sterculia;urucurana";urucurana;malvaceae;sterculia;sterculia sp;sterculia pexa
"sterculia spp;malvaceae;sterculia;achicha";achicha;malvaceae;sterculia;sterculia spp;sterculia pexa
"stryphnodendron spp;fabaceae;stryphnodendron;faveira camuze";faveira camuze;fabaceae;stryphnodendron;stryphnodendron spp;stryphnodendron guianense
"swartzia reticulata;fabaceae;swartzia;araba roxo";araba roxo;fabaceae;swartzia;swartzia reticulata;swartzia recurva
"swartzia schomburgkii;fabaceae;swartzia;araba vermelho";araba vermelho;fabaceae;swartzia;swartzia schomburgkii;sloanea schomburgkii
"swartzia spp;fabaceae;swartzia;muirajiboia";muirajiboia;fabaceae;swartzia;swartzia spp;swartzia ulei
"swartzia tessmannii;fabaceae;swartzia;muirajiboia amarela";muirajiboia amarela;fabaceae;swartzia;swartzia tessmannii;swartzia bannia
"tachigali alba;fabaceae;tachigali;mututi";mututi;fabaceae;tachigali;tachigali alba;inga alba
"tachigali cf glauca;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali cf glauca;tachigali hypoleuca
"tachigali cf glauca;fabaceae;tachigali;taxi preto";taxi preto;fabaceae;tachigali;tachigali cf glauca;tachigali hypoleuca
"tachigali cf paraensis;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali cf paraensis;inga paraensis
"tachigali eriopetala;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali eriopetala;tachigali peruviana
"tachigali melanocarpa;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali melanocarpa;terminalia melanocarpa
"tachigali micropetala;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali micropetala;tachigali micrantha
"tachigali sp 1;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali sp 1;
"tachigali spp;fabaceae;tachigali;tachi preto";tachi preto;fabaceae;tachigali;tachigali spp;
"tachigali spp;fabaceae;tachigali;tachi vermelho";tachi vermelho;fabaceae;tachigali;tachigali spp;
"talisia cf cerasina;sapindaceae;talisia;caraiperana";caraiperana;sapindaceae;talisia;talisia cf cerasina;talisia floresii
"talisia cf cerasina;sapindaceae;talisia;pajurazinho";pajurazinho;sapindaceae;talisia;talisia cf cerasina;talisia floresii
"talisia sp;sapindaceae;talisia;pitomba";pitomba;sapindaceae;talisia;talisia sp;
"tapura amazonica;dichapetalaceae;tapura;general";general;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"tapura amazonica;dichapetalaceae;tapura;tapura";tapura;dichapetalaceae;tapura;tapura amazonica;aniba amazonica
"toulicia petiolulata;sapindaceae;toulicia;pitomba mata";pitomba mata;sapindaceae;toulicia;toulicia petiolulata;toulicia pulvinata
"tovomita aff caloneura;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita aff caloneura;tovomita carinata
"tovomita brevistaminea;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita brevistaminea;tovomita choisyana
"tovomita caloneura;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita caloneura;tovomita carinata
"tovomita spp;clusiaceae;tovomita;sapateiro";sapateiro;clusiaceae;tovomita;tovomita spp;
"trattinnickia sp 1;burseraceae;trattinnickia;breu manga";breu manga;burseraceae;trattinnickia;trattinnickia sp 1;trattinnickia aspera
"unonopsis duckei;annonaceae;unonopsis;envira preta";envira preta;annonaceae;unonopsis;unonopsis duckei;unonopsis rufescens
"unonopsis duckei;annonaceae;unonopsis;envira surucucu";envira surucucu;annonaceae;unonopsis;unonopsis duckei;unonopsis rufescens
"urticaceae spp;urticaceae;urticaceae;embauba";embauba;urticaceae;urticaceae;urticaceae spp;
"vatairea sp;fabaceae;vatairea;sucupira chorona";sucupira chorona;fabaceae;vatairea;vatairea sp;
"virola cf elongata;myristicaceae;virola;ucuuba";ucuuba;myristicaceae;virola;virola cf elongata;virola elongata
"virola mollissima;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola mollissima;hopea mollissima
"virola spp;myristicaceae;virola;ucuuba preta";ucuuba preta;myristicaceae;virola;virola spp;
"virola spp;myristicaceae;virola;ucuuba vermelha";ucuuba vermelha;myristicaceae;virola;virola spp;
"vismia spp;hypericaceae;vismia;lacre";lacre;hypericaceae;vismia;vismia spp;
"vismia spp;hypericaceae;vismia;lacre mata";lacre mata;hypericaceae;vismia;vismia spp;
"vismia spp;hypericaceae;vismia;lacre vermelho";lacre vermelho;hypericaceae;vismia;vismia spp;
"vochysia rufescens;vochysiaceae;vochysia;maueira";maueira;vochysiaceae;vochysia;vochysia rufescens;helicia rufescens
"vochysiaceae spp;vochysiaceae;vochysiaceae;mandioqueira";mandioqueira;vochysiaceae;vochysiaceae;vochysiaceae spp;
"williamodendron spectabile;lauraceae;williamodendron;amarelinho";amarelinho;lauraceae;williamodendron;williamodendron spectabile;elaeodendron australe
"xylopia crinita;annonaceae;xylopia;envira amarela";envira amarela;annonaceae;xylopia;xylopia crinita;xylopia nitida
"zygia ramiflora;fabaceae;zygia;inga copaiba";inga copaiba;fabaceae;zygia;zygia ramiflora;zygia racemosa
"zygia ramiflora;fabaceae;zygia;inga vermelha";inga vermelha;fabaceae;zygia;zygia ramiflora;zygia racemosa
